id,partida_id,jogador_id,clube_id,tipo_evento,tipo_gol,minuto
1695,219,157,13,Entrou,,
1696,219,159,13,Entrou,,
1697,220,245,20,Substituição,,
1698,220,242,20,Entrou,,
1699,221,146,11,Substituição,,
1700,221,310,11,Gol,Normal,23
1701,221,398,6,Substituição,,
1702,221,325,6,Gol,Normal,8
1703,221,344,6,Substituição,,
1704,221,450,11,Entrou,,
1705,221,61,6,Entrou,,
1706,221,69,6,Entrou,,
1707,222,346,8,Gol,Normal,26
1708,222,394,8,Substituição,,
1709,222,94,8,Gol,Normal,63
1710,222,95,8,Substituição,,
1711,222,242,20,Substituição,,
1712,222,401,8,Entrou,,
1713,222,385,8,Entrou,,
1714,222,493,20,Entrou,,
1715,223,16,2,Substituição,,
1716,223,251,2,Gol,Normal,60
1717,223,19,2,Gol,Normal,54
1718,223,20,2,Substituição,,
1719,223,22,2,Gol,Normal,10
1720,223,22,2,Gol,Normal,32
1721,223,216,18,Substituição,,
1722,223,435,18,Substituição,,
1723,223,488,2,Entrou,,
1724,223,21,2,Entrou,,
1725,223,495,18,Entrou,,
1726,223,474,18,Entrou,,
1727,224,456,3,Substituição,,
1728,224,321,13,Gol,Normal,24
1729,224,159,13,Substituição,,
1730,224,335,3,Entrou,,
1731,224,157,13,Entrou,,
1732,225,427,12,Substituição,,
1733,225,442,12,Substituição,,
1734,225,179,15,Substituição,,
1735,225,196,15,Substituição,,
1736,225,481,12,Entrou,,
1737,225,496,12,Entrou,,
1738,225,178,15,Entrou,,
1739,225,184,15,Entrou,,
1740,226,419,5,Gol,Normal,4
1741,226,461,5,Substituição,,
1742,226,453,5,Gol,Normal,39
1743,226,306,5,Substituição,,
1744,226,301,19,Substituição,,
1745,226,300,19,Substituição,,
1746,226,489,5,Entrou,,
1747,226,489,5,Gol,Normal,81
1748,226,462,5,Entrou,,
1749,226,247,19,Entrou,,
1750,226,477,19,Entrou,,
1751,227,28,3,Gol,Normal,75
1752,227,456,3,Substituição,,
1753,227,276,3,Substituição,,
1754,227,335,3,Entrou,,
1755,227,35,3,Entrou,,
1756,228,146,11,Gol,Normal,61
1757,228,147,11,Substituição,,
1758,228,132,11,Gol,Normal,65
1759,228,132,11,Gol,Normal,86
1760,228,132,11,Assistência,,71
1761,228,282,11,Gol,Normal,71
1762,228,282,11,Assistência,,65
1763,228,282,11,Substituição,,
1764,228,134,11,Assistência,,86
1765,228,461,5,Substituição,,
1766,228,54,5,Substituição,,
1767,228,306,5,Gol,Normal,53
1768,228,125,11,Entrou,,
1769,228,129,11,Entrou,,
1770,228,462,5,Entrou,,
1771,228,59,5,Entrou,,
1772,229,53,5,Cartão Vermelho,,
1773,229,461,5,Substituição,,
1774,229,361,5,Substituição,,
1775,229,56,5,Cartão Vermelho,,
1776,229,32,3,Substituição,,
1777,229,34,3,Gol,Normal,61
1778,229,489,5,Entrou,,
1779,229,462,5,Entrou,,
1780,229,335,3,Entrou,,
