partida_id,treinador_id,clube_id,tipo
924,3,3,Titular
925,,35,
925,,18,
926,,34,
926,,8,
927,,6,
927,24,11,Titular
928,,27,
928,,5,
929,12,13,Titular
929,38,38,Titular
930,,31,
930,34,20,Titular
931,,4,
931,,33,
932,,37,
932,33,9,Titular
933,37,23,Titular
933,7,14,Titular
934,,17,
934,,12,
935,,30,
935,,36,
936,24,11,Titular
936,,19,
937,,33,
937,,34,
938,7,14,Titular
938,12,13,Titular
939,,12,
939,,21,
940,,2,
940,20,16,Titular
941,,32,
941,,7,
942,,17,
942,,40,
943,,28,
943,13,10,Titular
944,,22,
944,,36,
945,,25,
945,,24,
946,,35,
946,11,15,Titular
947,34,20,Titular
947,23,8,Titular
948,,37,
948,,6,
949,,18,
949,3,3,Titular
950,29,1,Titular
950,,38,
951,37,23,Titular
951,19,4,Titular
952,,9,
952,,5,
953,,41,
953,,27,
954,,39,
954,,31,
955,,29,
955,,36,
956,,7,
956,20,16,Titular
957,,21,
957,,24,
958,,22,
958,,30,
959,,39,
959,,34,
960,18,19,Titular
960,38,38,Titular
961,24,11,Titular
961,,19,
962,19,4,Titular
962,14,18,Titular
963,,7,
963,,22,
964,,5,
964,,36,
965,,17,
965,,31,
966,,27,
966,,29,
967,,30,
967,,39,
968,,24,
968,,9,
969,,25,
969,37,23,Titular
970,,32,
970,,41,
971,,40,
971,,34,
972,,35,
972,,33,
973,34,20,Titular
973,,3,
974,7,14,Titular
974,,6,
975,29,1,Titular
975,,21,
976,11,15,Titular
976,20,16,Titular
977,,37,
977,13,10,Titular
978,,38,
978,,8,
979,,28,
979,,2,
980,,13,
980,,12,
981,,29,
981,,31,
982,,25,
982,,30,
983,,21,
983,,27,
984,,39,
984,,17,
985,,33,
985,,40,
986,,32,
986,,22,
987,,9,
987,,34,
988,,41,
988,,24,
989,,35,
989,,7,
990,,19,
990,,28,
991,,37,
991,7,14,Titular
992,,18,
992,,36,
993,37,23,Titular
993,29,1,Titular
994,,4,
994,,5,
995,13,10,Titular
995,,20,
996,24,11,Titular
996,20,16,Titular
997,,38,
997,,2,
998,,12,
998,,8,
999,,15,
999,,13,
1000,3,3,Titular
1000,,6,
1001,,24,
1001,,34,
1002,,32,
1002,,9,
1003,,22,
1003,,33,
1004,,40,
1004,,35,
1005,,41,
1005,28,7,Titular
1006,34,20,Titular
1006,44,36,Titular
1007,13,10,Titular
1007,,4,
1008,20,16,Titular
1008,,28,
1009,,12,
1009,,38,
1010,,17,
1010,,21,
1011,29,1,Titular
1011,,29,
1012,37,23,Titular
1012,45,30,Titular
1013,,39,
1013,,27,
1014,,13,
1014,24,11,Titular
1015,,25,
1015,,31,
1016,,5,
1016,,14,
1017,,19,
1017,,2,
1018,3,3,Titular
1018,14,18,Titular
1019,,37,
1019,,6,
1020,,8,
1020,,15,
1021,,30,
1021,13,10,Titular
1022,19,4,Titular
1022,7,14,Titular
1023,,8,
1023,,2,
1024,5,5,Titular
1024,3,3,Titular
1025,,17,
1025,,30,
1026,43,21,Titular
1026,,31,
1027,37,23,Titular
1027,35,29,Titular
1028,,27,
1028,,25,
1029,,7,
1029,,9,
1030,,34,
1030,,32,
1031,,41,
1031,,33,
1032,,22,
1032,,35,
1033,12,13,Titular
1033,18,19,Titular
1034,34,20,Titular
1034,,6,
1035,,39,
1035,29,1,Titular
1036,,37,
1036,44,36,Titular
1037,14,18,Titular
1037,13,10,Titular
1038,,28,
1038,,12,
1039,38,38,Titular
1039,20,16,Titular
1040,,15,
1040,24,11,Titular
1041,,27,
1041,,31,
1042,,29,
1042,,39,
1043,,25,
1043,,17,
1044,,35,
1044,,34,
1045,29,1,Titular
1045,,30,
1046,,41,
1046,,40,
1047,,22,
1047,,9,
1048,,7,
1048,,32,
1049,14,18,Titular
1049,34,20,Titular
1050,18,19,Titular
1050,20,16,Titular
1051,19,4,Titular
1051,,6,
1052,,37,
1052,,5,
1053,,38,
1053,,15,
1054,24,11,Titular
1054,,12,
1055,,13,
1055,,2,
1056,,33,
1056,,24,
1057,,28,
1057,,8,
1058,,3,
1058,13,10,Titular
1059,7,14,Titular
1059,44,36,Titular
1060,,34,
1060,,33,
1061,,30,
1061,,27,
1062,,5,
1062,,6,
1063,18,19,Titular
1063,38,38,Titular
1064,,2,
1064,20,16,Titular
1065,,29,
1065,,21,
1066,,31,
1066,29,1,Titular
1067,,25,
1067,,39,
1068,,40,
1068,,32,
1069,,35,
1069,,9,
1070,28,7,Titular
1070,,24,
1071,,22,
1071,,41,
1072,37,23,Titular
1072,,17,
1073,3,3,Titular
1073,44,36,Titular
1074,,14,
1074,13,10,Titular
1075,,13,
1075,,28,
1076,19,4,Titular
1076,34,20,Titular
1077,,37,
1077,14,18,Titular
1078,,8,
1078,24,11,Titular
1079,,12,
1079,,15,
1080,43,21,Titular
1080,37,23,Titular
1081,,40,
1081,,24,
1082,,6,
1082,44,36,Titular
1083,,29,
1083,,30,
1084,,31,
1084,37,23,Titular
1085,29,1,Titular
1085,,25,
1086,,33,
1086,,7,
1087,,24,
1087,,22,
1088,,32,
1088,,35,
1089,,34,
1089,,41,
1090,,40,
1090,,9,
1091,,17,
1091,,27,
1092,,28,
1092,24,11,Titular
1093,,3,
1093,,4,
1094,,21,
1094,,39,
1095,13,10,Titular
1095,,5,
1096,14,18,Titular
1096,7,14,Titular
1097,,8,
1097,20,16,Titular
1098,,37,
1098,34,20,Titular
1099,,12,
1099,,19,
1100,11,15,Titular
1100,32,2,Titular
1101,12,13,Titular
1101,38,38,Titular
1102,,30,
1102,,31,
1103,,39,
1103,37,23,Titular
1104,,17,
1104,,29,
1105,,41,
1105,,35,
1106,,25,
1106,,21,
1107,,22,
1107,,40,
1108,,9,
1108,,33,
1109,,34,
1109,,7,
1110,19,4,Titular
1110,,37,
1111,13,10,Titular
1111,,36,
1112,,27,
1112,29,1,Titular
1113,,19,
1113,,8,
1114,14,18,Titular
1114,,6,
1115,12,13,Titular
1115,20,16,Titular
1116,,38,
1116,24,11,Titular
1117,,2,
1117,,12,
1118,,28,
1118,,15,
1119,,24,
1119,,32,
1120,,20,
1120,,5,
1121,,14,
1121,,3,
1122,,9,
1122,,41,
1123,,8,
1123,,13,
1124,,34,
1124,,22,
1125,,4,
1125,,36,
1126,13,10,Titular
1126,,6,
1127,,27,
1127,37,23,Titular
1128,,30,
1128,,21,
1129,,29,
1129,,25,
1130,,7,
1130,,40,
1131,,32,
1131,,33,
1132,,35,
1132,,24,
1133,,31,
1133,,39,
1134,29,1,Titular
1134,,17,
1135,34,20,Titular
1135,7,14,Titular
1136,14,18,Titular
1136,5,5,Titular
1137,,37,
1137,3,3,Titular
1138,38,38,Titular
1138,30,28,Titular
1139,18,19,Titular
1139,11,15,Titular
1140,,12,
1140,20,16,Titular
1141,,2,
1141,24,11,Titular
1142,,8,
1142,,1,
1143,34,20,Titular
1143,,31,
1144,,21,
1144,,5,
1145,,35,
1145,24,11,Titular
1146,,7,
1146,,2,
1147,,12,
1147,,38,
1148,14,18,Titular
1148,,4,
1149,,17,
1149,,39,
1150,,15,
1150,,19,
1151,3,3,Titular
1151,21,13,Titular
1152,38,38,Titular
1152,43,21,Titular
1153,,39,
1153,3,3,Titular
1154,,5,
1154,,7,
1155,,35,
1155,,20,
1156,,31,
1156,,12,
1157,,4,
1157,,17,
1158,,1,
1158,,15,
1159,,8,
1159,,19,
1160,14,18,Titular
1160,21,13,Titular
1161,,2,
1161,24,11,Titular
1162,,1,
1162,,17,
1163,34,20,Titular
1163,28,7,Titular
1164,,39,
1164,,4,
1165,,5,
1165,,2,
1166,,3,
1166,,8,
1167,,38,
1167,,35,
1168,,21,
1168,,31,
1169,24,11,Titular
1169,,12,
1170,,19,
1170,,18,
1171,21,13,Titular
1171,11,15,Titular
1172,,13,
1172,,39,
1173,30,19,Titular
1173,,17,
1174,24,11,Titular
1174,38,38,Titular
1175,,12,
1175,,35,
1176,34,20,Titular
1176,5,5,Titular
1177,,31,
1177,,2,
1178,,1,
1178,3,3,Titular
1179,,15,
1179,,4,
1180,,8,
1180,,18,
1181,43,21,Titular
1181,28,7,Titular
1182,,7,
1182,24,11,Titular
1183,,17,
1183,,13,
1184,14,18,Titular
1184,,39,
1185,34,20,Titular
1185,43,21,Titular
1186,,19,
1186,,1,
1187,,12,
1187,,2,
1188,,35,
1188,,5,
1189,,31,
1189,38,38,Titular
1190,,4,
1190,3,3,Titular
1191,,15,
1191,,8,
1192,,7,
1192,,35,
1193,14,18,Titular
1193,3,3,Titular
1194,,12,
1194,,20,
1195,,19,
1195,,13,
1196,11,15,Titular
1196,,17,
1197,,39,
1197,,1,
1198,,4,
1198,,8,
1199,24,11,Titular
1199,,31,
1200,,2,
1200,,21,
1201,,5,
1201,,38,
1202,3,3,Titular
1202,30,19,Titular
1203,,31,
1203,,7,
1204,,5,
1204,,12,
1205,,13,
1205,,4,
1206,,20,
1206,24,11,Titular
1207,,2,
1207,,38,
1208,,35,
1208,,21,
1209,,1,
1209,,18,
1210,,17,
1210,,8,
1211,,39,
1211,,15,
1212,,21,
1212,24,11,Titular
1213,,5,
1213,,31,
1214,,7,
1214,,12,
1215,,2,
1215,,35,
1216,,8,
1216,,39,
1217,,13,
1217,,1,
1218,,17,
1218,,18,
1219,,4,
1219,,19,
1220,11,15,Titular
1220,3,3,Titular
1221,,38,
1221,,20,
1222,24,11,Titular
1222,,5,
1223,,12,
1223,,21,
1224,,31,
1224,,35,
1225,,3,
1225,,17,
1226,,7,
1226,,38,
1227,,1,
1227,,4,
1228,,2,
1228,,20,
1229,,19,
1229,,39,
1230,,18,
1230,,15,
1231,,13,
1231,,8,
1232,,20,
1232,,15,
1233,24,11,Titular
1233,,13,
1234,,20,
1234,24,11,Titular
1235,,15,
1235,,13,
1236,,15,
1236,24,11,Titular
1237,,13,
1237,,20,
1238,,15,
1238,,7,
1239,,1,
1239,,33,
1240,,17,
1240,,30,
1241,,18,
1241,,19,
1242,,24,
1242,,3,
1243,,20,
1243,,38,
1244,,2,
1246,,42,
1246,,43,
1247,,35,
1247,,9,
1248,,31,
1248,,4,
1249,,34,
1249,,8,
1250,,40,
1250,,44,
1251,,14,
1251,,6,
1252,,29,
1252,,45,
1253,,28,
1253,,13,
1254,,12,
1254,,36,
1255,,22,
1255,,5,
1256,,46,
1256,,10,
1257,,21,
1257,,39,
1258,,20,
1258,,24,
1259,,9,
1259,,3,
1260,,30,
1261,,35,
1261,,8,
1262,,12,
1262,,28,
1263,,45,
1263,,13,
1264,,14,
1264,,44,
1265,,42,
1265,,15,
1266,,39,
1266,,6,
1267,,46,
1267,,1,
1268,,29,
1268,,10,
1269,,21,
1269,,36,
1270,,34,
1271,,33,
1271,,5,
1272,,40,
1272,,18,
1273,,7,
1274,,22,
1274,,19,
1275,,21,
1275,,28,
1276,,19,
1276,,12,
1277,,38,
1278,,5,
1278,,36,
1279,,3,
1279,,30,
1280,,10,
1280,,18,
1281,,13,
1281,,33,
1282,,7,
1282,,20,
1283,,4,
1283,,2,
1284,,34,
1285,,35,
1285,,43,
1286,,42,
1286,,9,
1287,,17,
1288,,31,
1288,,24,
1289,,39,
1289,,14,
1290,,46,
1290,,6,
1291,,40,
1291,,45,
1292,,29,
1292,,44,
1293,,1,
1293,,22,
1294,,8,
1294,,15,
1295,,46,
1295,,14,
1296,,44,
1296,,13,
1297,,22,
1297,,18,
1298,,1,
1298,,36,
1299,,19,
1299,,29,
1300,,45,
1300,,12,
1302,,9,
1302,,20,
1303,,31,
1304,,7,
1304,,35,
1305,,43,
1305,,3,
1306,,34,
1306,,2,
1307,,17,
1307,,38,
1308,,4,
1308,,30,
1309,,5,
1309,,28,
1310,,6,
1310,,21,
1311,,10,
1311,,39,
1312,,44,
1312,,22,
1313,,28,
1313,,40,
1314,,8,
1314,,4,
1315,,38,
1315,,2,
1316,,29,
1316,,6,
1317,,46,
1317,,45,
1318,,12,
1318,,13,
1319,,14,
1319,,36,
1320,,19,
1320,,5,
1321,,1,
1321,,21,
1322,,33,
1322,,18,
1323,,20,
1323,,3,
1324,,24,
1324,,42,
1325,,43,
1326,,35,
1327,,7,
1328,,30,
1328,,15,
1329,,17,
1329,,31,
1330,,34,
1330,,9,
1332,,4,
1332,,17,
1333,,39,
1333,,29,
1334,,6,
1334,,40,
1335,,7,
1335,,43,
1337,,44,
1337,,6,
1338,,43,
1339,,13,
1339,,39,
1340,,46,
1340,,19,
1341,,33,
1341,,12,
1342,,45,
1342,,22,
1343,,28,
1343,,14,
1344,,3,
1344,,4,
1345,,38,
1345,,35,
1346,,1,
1346,,10,
1347,,18,
1347,,5,
1348,,34,
1348,,7,
1349,,24,
1349,,2,
1350,,40,
1350,,21,
1351,,17,
1351,,8,
1352,,42,
1352,,31,
1353,,30,
1353,,20,
1354,,18,
1354,,1,
1356,,31,
1356,,38,
1357,,7,
1357,,4,
1358,,17,
1359,,34,
1359,,3,
1360,,19,
1360,,39,
1361,,12,
1361,,22,
1362,,30,
1362,,24,
1363,,45,
1363,,14,
1364,,21,
1364,,29,
1365,,46,
1365,,13,
1366,,33,
1366,,28,
1367,,43,
1367,,38,
1368,,10,
1368,,6,
1369,,8,
1370,,42,
1371,,9,
1371,,2,
1372,,31,
1372,,35,
1373,,40,
1373,,5,
1376,,9,
1377,,36,
1377,,29,
1378,,17,
1378,,34,
1379,,2,
1379,,20,
1380,,38,
1380,,23,
1381,,45,
1381,,28,
1382,,22,
1382,,36,
1383,,3,
1383,,8,
1384,,44,
1384,,5,
1385,,40,
1385,,33,
1386,,42,
1386,,30,
1387,,13,
1387,,10,
1388,,21,
1388,,18,
1390,,19,
1390,,6,
1391,,31,
1391,,15,
1392,,7,
1393,,43,
1393,,34,
1394,,39,
1394,,1,
1395,,4,
1396,,5,
1396,,45,
1397,,9,
1397,,24,
1398,,23,
1398,,34,
1399,,13,
1399,,40,
1400,,15,
1400,,2,
1401,,3,
1401,,42,
1402,,33,
1402,,36,
1403,,46,
1403,,21,
1404,,35,
1404,,20,
1405,,17,
1405,,7,
1406,,29,
1406,,12,
1407,,39,
1407,,22,
1408,,24,
1408,,8,
1409,,30,
1409,,38,
1410,,43,
1411,,1,
1411,,19,
1412,,45,
1412,,6,
1413,,18,
1413,,14,
1414,,28,
1414,,10,
1417,,30,
1417,,31,
1418,,9,
1419,,10,
1419,,40,
1420,,33,
1420,,21,
1422,,40,
1422,,39,
1423,,38,
1423,,7,
1424,,34,
1425,,44,
1425,,28,
1426,,9,
1426,,8,
1427,,12,
1427,,46,
1428,,5,
1428,,6,
1429,,17,
1429,,3,
1430,,19,
1430,,36,
1431,,45,
1431,,10,
1432,,22,
1432,,14,
1433,,1,
1433,,13,
1434,,29,
1434,,18,
1435,,42,
1435,,4,
1436,,43,
1436,,24,
1437,,23,
1437,,2,
1438,,2,
1438,,30,
1439,,14,
1439,,33,
1440,,8,
1440,,38,
1441,,4,
1442,,24,
1442,,17,
1443,,43,
1443,,15,
1444,,3,
1445,,42,
1445,,7,
1446,,34,
1446,,35,
1447,,31,
1447,,9,
1448,,21,
1448,,45,
1449,,22,
1449,,13,
1450,,28,
1450,,1,
1451,,12,
1451,,6,
1452,,10,
1452,,36,
1453,,39,
1453,,5,
1454,,46,
1454,,29,
1455,,44,
1455,,18,
1456,,40,
1456,,19,
1457,,34,
1458,,4,
1458,,35,
1459,,9,
1459,,23,
1460,,18,
1460,,36,
1461,,15,
1461,,38,
1462,,39,
1462,,33,
1463,,19,
1463,,44,
1464,,40,
1464,,46,
1465,,8,
1465,,20,
1466,,9,
1466,,4,
1467,,35,
1467,,2,
1468,,46,
1468,,5,
1469,,17,
1470,,45,
1470,,39,
1471,,10,
1471,,12,
1472,,13,
1472,,21,
1473,,28,
1473,,22,
1474,,1,
1474,,6,
1475,,33,
1475,,19,
1476,,29,
1476,,14,
1477,,30,
1477,,7,
1478,,3,
1478,,31,
1479,,31,
1479,,2,
1480,,24,
1480,,38,
1481,,30,
1481,,8,
1482,,43,
1482,,20,
1483,,3,
1484,,35,
1484,,17,
1485,,44,
1485,,12,
1486,,28,
1486,,36,
1487,,5,
1487,,13,
1488,,21,
1488,,14,
1489,,33,
1489,,10,
1491,,29,
1491,,1,
1492,,22,
1492,,46,
1493,,15,
1493,,4,
1494,,6,
1494,,13,
1495,,12,
1495,,39,
1496,,24,
1496,,7,
1497,,20,
1497,,4,
1498,,38,
1498,,9,
1500,,34,
1500,,15,
1501,,43,
1501,,17,
1502,,35,
1502,,42,
1503,,8,
1503,,2,
1504,,3,
1505,,21,
1505,,5,
1506,,45,
1506,,36,
1507,,19,
1507,,28,
1508,,22,
1508,,33,
1509,,46,
1509,,18,
1510,,44,
1510,,1,
1511,,29,
1511,,40,
1512,,10,
1512,,14,
1514,,38,
1514,,34,
1515,,9,
1515,,30,
1516,,2,
1516,,43,
1517,,35,
1517,,15,
1518,,36,
1518,,46,
1519,,21,
1519,,44,
1520,,29,
1520,,28,
1521,,39,
1521,,28,
1522,,44,
1522,,46,
1523,,1,
1523,,14,
1524,,29,
1524,,5,
1525,,19,
1525,,10,
1526,,40,
1526,,12,
1527,,13,
1527,,36,
1528,,45,
1528,,33,
1529,,22,
1529,,21,
1530,,7,
1530,,8,
1531,,42,
1531,,20,
1532,,3,
1532,,38,
1533,,17,
1533,,2,
1534,,15,
1535,,35,
1536,,18,
1536,,6,
1538,,35,
1538,,30,
1539,,9,
1539,,15,
1540,,4,
1540,,24,
1541,,31,
1541,,43,
1542,,29,
1542,,33,
1543,,34,
1544,,18,
1544,,45,
1545,,36,
1545,,44,
1547,,10,
1547,,22,
1548,,46,
1548,,28,
1549,,39,
1549,,36,
1550,,1,
1550,,40,
1551,,12,
1551,,18,
1552,,19,
1552,,13,
1553,,44,
1553,,45,
1554,,33,
1554,,6,
1555,,2,
1556,,34,
1556,,24,
1557,,43,
1557,,9,
1558,,30,
1559,,17,
1559,,42,
1560,,20,
1560,,15,
1561,,7,
1561,,3,
1562,,38,
1562,,4,
1563,,5,
1563,,14,
1564,,15,
1564,,17,
1565,,40,
1565,,14,
1566,,3,
1566,,35,
1567,,31,
1567,,20,
1569,,44,
1569,,10,
1570,,22,
1570,,6,
1571,,5,
1571,,1,
1572,,13,
1572,,29,
1573,,45,
1573,,19,
1574,,21,
1574,,12,
1575,,43,
1575,,8,
1576,,7,
1576,,9,
1577,,42,
1577,,2,
1578,,30,
1578,,43,
1579,,34,
1579,,4,
1580,,33,
1580,,44,
1581,,7,
1581,,31,
1582,,19,
1582,,21,
1583,,6,
1583,,36,
1584,,24,
1584,,15,
1585,,3,
1585,,2,
1586,,17,
1586,,20,
1589,,1,
1589,,12,
1590,,8,
1591,,22,
1591,,40,
1592,,5,
1592,,10,
1593,,39,
1593,,46,
1594,,28,
1594,,18,
1595,,2,
1595,,7,
1596,,14,
1596,,19,
1597,,9,
1597,,17,
1598,,33,
1598,,46,
1599,,15,
1600,,35,
1600,,24,
1601,,30,
1601,,34,
1602,,4,
1602,,43,
1605,,15,
1605,,3,
1606,,20,
1607,,18,
1607,,13,
1608,,31,
1608,,8,
1609,,42,
1609,,38,
1610,,12,
1610,,5,
1611,,39,
1611,,44,
1612,,40,
1612,,36,
1613,,21,
1613,,10,
1614,,22,
1614,,29,
1615,,45,
1615,,1,
1616,,28,
1616,,6,
1617,,13,
1617,,14,
1618,,18,
1618,,42,
1619,,20,
1619,,15,
1620,,10,
1620,,38,
1621,,31,
1621,,6,
1622,,1,
1622,,33,
1623,,12,
1623,,24,
1624,,2,
1624,,19,
1625,,21,
1626,,13,
1626,,28,
1627,,8,
1627,,3,
1628,,35,
1629,,14,
1630,,38,
1630,,1,
1631,,15,
1631,,10,
1633,,21,
1633,,8,
1634,,20,
1634,,33,
1635,,42,
1635,,3,
1636,,28,
1637,,35,
1638,,13,
1638,,14,
1639,,6,
1639,,2,
1640,,19,
1641,,31,
1641,,12,
1642,,20,
1642,,38,
1643,,14,
1643,,28,
1645,,42,
1645,,21,
1646,,1,
1646,,10,
1647,,33,
1647,,15,
1649,,12,
1649,,2,
1650,,19,
1653,,15,
1653,,38,
1654,,6,
1654,,12,
1655,,3,
1655,,18,
1656,,8,
1656,,42,
1657,,15,
1657,,1,
1659,,19,
1660,,10,
1660,,20,
1661,,18,
1661,,8,
1664,,3,
1664,,21,
1665,,13,
1667,,24,
1667,,2,
1669,,13,
1670,,12,
1670,,19,
1672,,3,
1673,,10,
1673,,33,
1674,,1,
1674,,20,
1676,,2,
1676,,31,
1677,,21,
1677,,18,
1678,,13,
1678,,20,
1679,,18,
1679,,2,
1680,,2,
1680,,13,
1681,,20,
1681,,18,
1682,,2,
1682,,20,
1683,,18,
1683,,13,
1684,14,18,
1684,,20,
1685,,43,
1685,,12,
1686,,13,
1686,,37,
1687,,25,
1687,24,11,Titular
1688,,40,
1688,,21,
1689,,14,
1689,,19,
1690,,35,
1690,,2,
1691,,28,
1691,13,5,Titular
1692,,30,
1692,,39,
1693,54,41,Titular
1693,,33,
1694,,8,
1694,,6,
1695,,31,
1695,,4,
1696,,15,
1696,,38,
1697,,10,
1697,,9,
1698,13,5,Titular
1698,,33,
1699,,21,
1699,,13,
1700,,18,
1700,,12,
1701,,7,
1701,24,11,Titular
1702,,47,
1702,,2,
1703,,48,
1703,,43,
1704,,49,
1704,,34,
1705,,1,
1705,,10,
1706,,29,
1706,,40,
1707,55,25,Titular
1707,19,24,Titular
1708,,37,
1708,,9,
1709,54,41,Titular
1709,,17,
1710,56,30,Titular
1710,57,23,Titular
1711,,3,
1711,,8,
1712,,22,
1712,,39,
1713,,32,
1713,,20,
1714,,31,
1714,,28,
1715,,15,
1715,,14,
1716,,32,
1716,,33,
1717,,43,
1717,,29,
1718,,17,
1718,,6,
1719,,20,
1719,,19,
1720,,49,
1720,,13,
1721,,47,
1721,,12,
1722,,30,
1722,,28,
1723,20,16,Titular
1723,,1,
1724,19,24,Titular
1724,58,10,Titular
1725,,40,
1725,,2,
1726,,48,
1726,24,11,Titular
1727,,25,
1727,,9,
1728,,7,
1728,,18,
1729,,3,
1729,,38,
1730,,37,
1730,,34,
1731,20,16,Titular
1731,,13,
1732,,14,
1732,,3,
1733,,2,
1733,,1,
1734,,22,
1734,,28,
1735,59,32,Titular
1735,57,23,Titular
1736,,4,
1736,54,41,Titular
1737,,8,
1737,,31,
1738,,19,
1738,,17,
1739,,39,
1739,,6,
1740,,29,
1740,24,11,Titular
1741,,47,
1741,,37,
1742,,35,
1742,,49,
1743,,12,
1743,,34,
1744,,48,
1744,,24,
1745,,21,
1745,,18,
1746,13,5,Titular
1746,60,20,Titular
1747,,40,
1747,,10,
1748,,39,
1748,,31,
1749,,32,
1749,,17,
1750,,28,
1750,54,41,Titular
1751,,20,
1751,,30,
1752,,38,
1752,,22,
1753,,29,
1753,,9,
1754,20,16,Titular
1754,,34,
1755,,10,
1755,,47,
1756,,7,
1756,,35,
1757,,43,
1757,,37,
1758,,33,
1758,,6,
1759,,25,
1759,,18,
1760,,3,
1760,,4,
1761,24,11,Titular
1761,,49,
1762,,15,
1762,,17,
1763,,4,
1763,,30,
1764,,2,
1764,,43,
1765,,8,
1765,13,5,Titular
1766,,19,
1766,,38,
1767,,39,
1767,54,41,Titular
1768,,3,
1768,,20,
1769,61,23,Titular
1769,52,6,Titular
1770,,22,
1770,,33,
1771,,40,
1771,20,16,Titular
1772,,24,
1772,,49,
1773,,48,
1773,,47,
1774,,18,
1774,,10,
1775,,13,
1775,,12,
1776,,1,
1776,,21,
1777,,32,
1777,,14,
1778,,29,
1778,,35,
1779,,3,
1779,,28,
1780,52,6,Titular
1780,60,20,Titular
1781,62,23,Titular
1781,63,31,Titular
1782,,34,
1782,,48,
1783,24,11,Titular
1783,,21,
1784,,13,
1784,,7,
1785,,25,
1785,,1,
1786,,9,
1786,,49,
1787,,38,
1787,,30,
1788,,47,
1788,20,16,Titular
1789,,19,
1789,,39,
1790,,17,
1790,,22,
1791,,24,
1791,,12,
1792,,10,
1792,,43,
1793,,4,
1793,,22,
1794,,6,
1794,,28,
1795,,34,
1795,,21,
1796,,37,
1796,,24,
1797,24,11,Titular
1797,,10,
1798,60,20,Titular
1798,12,15,Titular
1799,,19,
1799,,8,
1800,,38,
1800,13,5,Titular
1801,,40,
1801,,25,
1802,,29,
1802,,1,
1803,,47,
1803,,7,
1804,,35,
1804,,48,
1805,,13,
1805,,2,
1806,,18,
1806,20,16,Titular
1807,,9,
1807,,12,
1808,54,41,Titular
1808,,14,
1809,,43,
1809,,49,
1810,62,23,Titular
1810,,3,
1811,,17,
1811,,30,
1812,,33,
1812,,31,
1813,,31,
1813,,14,
1814,,47,
1814,,29,
1815,,49,
1815,,18,
1816,,48,
1816,,9,
1817,,37,
1817,24,11,Titular
1818,,32,
1818,,4,
1819,13,5,Titular
1819,62,23,Titular
1820,,13,
1820,,25,
1821,60,20,Titular
1821,,22,
1822,,40,
1822,,7,
1823,,33,
1823,,3,
1824,,1,
1824,,12,
1825,32,2,Titular
1825,19,24,Titular
1826,,34,
1826,,10,
1827,,28,
1827,,15,
1828,,35,
1828,,21,
1829,,31,
1829,,20,
1830,32,2,Titular
1830,14,18,Titular
1831,,38,
1831,,32,
1832,,22,
1832,,14,
1833,,39,
1833,,3,
1834,,15,
1834,,8,
1835,,17,
1835,13,5,Titular
1836,,6,
1836,,4,
1837,,12,
1837,24,11,Titular
1838,,43,
1838,20,16,Titular
1839,54,41,Titular
1839,62,23,Titular
1840,,30,
1840,,33,
1841,,21,
1841,,24,
1842,,35,
1842,,10,
1843,,29,
1843,,13,
1844,,37,
1844,,40,
1845,,7,
1845,,1,
1846,,25,
1846,,34,
1847,,34,
1847,,29,
1848,,48,
1848,,13,
1849,,12,
1849,,40,
1850,,21,
1850,,43,
1851,,7,
1851,,24,
1852,,37,
1852,,18,
1853,,35,
1853,,25,
1854,,22,
1854,,23,
1855,54,41,Titular
1855,60,20,Titular
1856,,32,
1856,,8,
1857,,30,
1857,,14,
1858,,39,
1858,13,5,Titular
1859,,4,
1859,,15,
1860,,19,
1860,,28,
1861,,17,
1861,,3,
1862,,1,
1862,,49,
1863,,9,
1863,20,16,Titular
1864,,31,
1864,,38,
1865,,18,
1865,,29,
1866,,24,
1866,20,16,Titular
1867,,30,
1867,,8,
1868,,14,
1868,,6,
1869,,10,
1869,,13,
1870,,7,
1870,,9,
1871,,49,
1871,,40,
1872,24,11,Titular
1872,,2,
1873,,12,
1873,,35,
1874,,48,
1874,,1,
1875,,25,
1875,,47,
1876,,17,
1876,,31,
1877,,33,
1877,,19,
1878,,28,
1878,,32,
1879,62,23,Titular
1879,12,15,Titular
1880,,4,
1880,13,5,Titular
1881,54,41,Titular
1881,,38,
1882,,43,
1882,,25,
1883,,9,
1883,,2,
1884,,37,
1884,,35,
1885,,34,
1885,,7,
1886,20,16,Titular
1886,24,11,Titular
1887,,39,
1887,,32,
1888,62,23,Titular
1888,44,19,Titular
1889,,33,
1889,,15,
1890,,22,
1890,,8,
1891,,18,
1891,,48,
1892,,47,
1892,,21,
1893,,24,
1893,,29,
1894,,34,
1894,,2,
1895,,6,
1895,,38,
1896,,9,
1896,,21,
1897,,1,
1897,,37,
1898,,49,
1898,,47,
1899,,39,
1899,,15,
1900,,43,
1900,,7,
1901,,40,
1901,,48,
1902,,4,
1902,,19,
1903,54,41,Titular
1903,,8,
1904,,14,
1904,13,5,Titular
1905,20,16,Titular
1905,37,35,Titular
1906,,12,
1906,,22,
1907,,3,
1907,,13,
1908,,19,
1908,,37,
1909,24,11,Titular
1909,,14,
1910,,35,
1910,,6,
1911,,38,
1911,,29,
1912,,18,
1912,,39,
1913,60,20,Titular
1913,,7,
1914,,8,
1914,,9,
1915,,14,
1915,,12,
1916,,10,
1916,,15,
1917,,14,
1917,,35,
1918,14,18,Titular
